Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Gears,City_Hwy_Consumption_Ratio,Engine_Size_per_Cylinder,CO2_per_L100km,Vehicle_Size_Group,Fuel_Type_Label
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV,X,10.1,8.2,9.2,31,213,6,1.232,0.5,23.15,SUV,Regular Gasoline
NISSAN,370Z,TWO-SEATER,3.7,6,AS,Z,12.6,9.3,11.1,25,261,7,1.355,0.617,23.51,Compact/Small,Premium Gasoline
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS,Z,13.0,9.7,11.5,25,270,7,1.34,0.617,23.48,Compact/Small,Premium Gasoline
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.8,6.0,7.5,38,176,,1.467,0.625,23.47,Mid-size,Regular Gasoline
NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.6,7.3,9.1,31,214,7,1.452,0.583,23.52,Mid-size,Regular Gasoline
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV,X,8.8,6.5,7.8,36,183,7,1.354,0.625,23.46,Mid-size,Regular Gasoline
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS,X,17.5,12.9,15.4,18,362,7,1.357,0.7,23.51,SUV,Regular Gasoline
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A,X,13.5,10.5,12.2,23,286,5,1.286,0.625,23.44,Truck/Van,Regular Gasoline
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M,X,12.2,10.4,11.4,25,268,5,1.173,0.625,23.51,Truck/Van,Regular Gasoline
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A,X,14.8,10.6,12.9,22,304,5,1.396,0.667,23.57,Truck/Van,Regular Gasoline
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A,X,15.8,11.5,13.8,20,326,5,1.374,0.667,23.62,Truck/Van,Regular Gasoline
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M,X,15.1,11.5,13.5,21,317,6,1.313,0.667,23.48,Truck/Van,Regular Gasoline
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM,Z,14.5,10.7,12.8,22,300,6,1.355,0.633,23.44,Compact/Small,Premium Gasoline
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.5,7.5,8.0,35,189,7,1.133,0.4,23.62,Mid-size,Premium Gasoline
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M,Z,8.6,7.2,8.0,35,188,6,1.194,0.4,23.5,Mid-size,Premium Gasoline
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.0,7.8,8.4,34,199,7,1.154,0.4,23.69,Mid-size,Premium Gasoline
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M,Z,9.0,7.6,8.4,34,197,6,1.184,0.4,23.45,Mid-size,Premium Gasoline
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.5,8.3,8.9,32,209,8,1.145,0.4,23.48,Mid-size,Premium Gasoline
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,11.1,7.8,9.6,29,225,7,1.423,0.583,23.44,Mid-size,Premium Gasoline
NISSAN,MICRA,COMPACT,1.6,4,A,X,8.9,6.8,7.9,36,186,4,1.309,0.4,23.54,Compact/Small,Regular Gasoline
NISSAN,MICRA,COMPACT,1.6,4,M,X,8.7,6.8,7.9,36,185,5,1.279,0.4,23.42,Compact/Small,Regular Gasoline
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV,X,11.0,8.3,9.8,29,230,7,1.325,0.583,23.47,Mid-size,Regular Gasoline
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV,X,11.2,8.4,9.9,29,232,7,1.333,0.583,23.43,Mid-size,Regular Gasoline
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,9.0,9.4,30,220,,1.089,0.5,23.4,Other,Regular Gasoline
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.6,8.5,10.2,28,240,,1.365,0.583,23.53,SUV,Regular Gasoline
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,250,,1.36,0.583,23.36,SUV,Regular Gasoline
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11.0,26,258,,1.348,0.583,23.45,SUV,Regular Gasoline
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV,X,8.8,7.3,8.1,35,191,,1.205,0.5,23.58,Mid-size,Regular Gasoline
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,M,X,10.0,8.1,9.2,31,216,6,1.235,0.5,23.48,Mid-size,Regular Gasoline
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4,AV,X,9.1,7.5,8.4,34,197,,1.213,0.5,23.45,Mid-size,Regular Gasoline
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.0,8.2,34,192,,1.314,0.625,23.41,SUV,Regular Gasoline
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.4,8.6,33,203,,1.297,0.625,23.6,SUV,Regular Gasoline
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,AV,Z,8.9,7.3,8.2,34,193,7,1.219,0.4,23.54,Mid-size,Premium Gasoline
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,M,Z,9.1,7.3,8.3,34,195,6,1.247,0.4,23.49,Mid-size,Premium Gasoline
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,171,,1.286,0.45,23.42,Mid-size,Regular Gasoline
NISSAN,SENTRA,MID-SIZE,1.8,4,M,X,9.0,6.8,8.0,35,187,6,1.324,0.45,23.38,Mid-size,Regular Gasoline
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,AV,Z,9.4,7.8,8.7,32,205,7,1.205,0.4,23.56,Mid-size,Premium Gasoline
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,M,Z,9.5,7.6,8.7,32,204,6,1.25,0.4,23.45,Mid-size,Premium Gasoline
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS,X,15.0,11.2,13.3,21,312,7,1.339,0.7,23.46,Truck/Van,Regular Gasoline
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS,X,15.2,11.1,13.4,21,315,7,1.369,0.7,23.51,Truck/Van,Regular Gasoline
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS,X,16.0,12.0,14.2,20,333,7,1.333,0.7,23.45,Truck/Van,Regular Gasoline
NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,7.6,6.2,7.0,40,164,,1.226,0.4,23.43,Mid-size,Regular Gasoline
NISSAN,VERSA,MID-SIZE,1.6,4,M,X,8.6,6.6,7.7,37,180,5,1.303,0.4,23.38,Mid-size,Regular Gasoline
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM,Z,10.6,8.0,9.4,30,221,7,1.325,0.5,23.51,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M,Z,11.8,8.1,10.1,28,237,7,1.457,0.5,23.47,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,AM,Z,10.8,8.3,9.7,29,227,7,1.301,0.5,23.4,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,M,Z,12.0,8.2,10.3,27,241,7,1.463,0.5,23.4,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,AM,Z,10.8,8.3,9.7,29,226,7,1.301,0.5,23.3,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,M,Z,12.1,8.3,10.4,27,242,7,1.458,0.5,23.27,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,AM,Z,10.8,8.4,9.7,29,228,7,1.286,0.5,23.51,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,M,Z,12.1,8.3,10.4,27,243,7,1.458,0.5,23.37,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,AM,Z,10.7,8.3,9.6,29,225,7,1.289,0.5,23.44,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,M,Z,12.1,8.3,10.4,27,242,7,1.458,0.5,23.27,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,AM,Z,11.0,8.4,9.8,29,230,7,1.31,0.5,23.47,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,M,Z,12.2,8.5,10.5,27,246,7,1.435,0.5,23.43,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,AM,Z,11.0,8.5,9.9,29,232,7,1.294,0.5,23.43,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,M,Z,12.1,8.4,10.4,27,243,7,1.44,0.5,23.37,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,AM,Z,10.9,8.5,9.9,29,231,7,1.282,0.5,23.33,Compact/Small,Premium Gasoline
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,M,Z,12.2,8.5,10.5,27,246,7,1.435,0.5,23.43,Compact/Small,Premium Gasoline
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,AM,Z,10.9,8.4,9.8,29,228,7,1.298,0.5,23.27,Compact/Small,Premium Gasoline
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,M,Z,12.2,8.5,10.5,27,246,7,1.435,0.5,23.43,Compact/Small,Premium Gasoline
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,AM,Z,11.1,8.6,10.0,28,233,7,1.291,0.5,23.3,Compact/Small,Premium Gasoline
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,M,Z,12.2,8.5,10.5,27,246,7,1.435,0.5,23.43,Compact/Small,Premium Gasoline
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM,Z,12.6,9.9,11.4,25,266,7,1.273,0.633,23.33,Compact/Small,Premium Gasoline
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM,Z,12.6,9.9,11.4,25,267,7,1.273,0.633,23.42,Compact/Small,Premium Gasoline
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM,Z,12.6,9.9,11.4,25,266,7,1.273,0.633,23.33,Compact/Small,Premium Gasoline
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM,Z,12.6,9.9,11.4,25,267,7,1.273,0.633,23.42,Compact/Small,Premium Gasoline
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,AM,Z,10.5,8.0,9.4,30,219,7,1.312,0.5,23.3,Compact/Small,Premium Gasoline
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,M,Z,11.0,8.3,9.8,29,229,6,1.325,0.5,23.37,Compact/Small,Premium Gasoline
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,AM,Z,11.0,8.4,9.9,29,230,7,1.31,0.625,23.23,Compact/Small,Premium Gasoline
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,M,Z,12.1,9.0,10.7,26,249,6,1.344,0.625,23.27,Compact/Small,Premium Gasoline
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A,Z,12.9,9.7,11.5,25,268,8,1.33,0.6,23.3,SUV,Premium Gasoline
PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,A,Z,13.6,10.2,12.1,23,281,8,1.333,0.6,23.22,SUV,Premium Gasoline
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A,Z,13.9,9.6,12.0,24,281,8,1.448,0.6,23.42,SUV,Premium Gasoline
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A,Z,14.5,10.4,12.6,22,296,8,1.394,0.6,23.49,SUV,Premium Gasoline
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A,Z,16.7,11.2,14.2,20,334,8,1.491,0.6,23.52,SUV,Premium Gasoline
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,AM,Z,10.5,8.0,9.4,30,219,7,1.312,0.5,23.3,Compact/Small,Premium Gasoline
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,M,Z,11.0,8.3,9.8,29,229,6,1.325,0.5,23.37,Compact/Small,Premium Gasoline
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,AM,Z,11.0,8.4,9.9,29,230,7,1.31,0.625,23.23,Compact/Small,Premium Gasoline
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,M,Z,12.1,9.0,10.7,26,249,6,1.344,0.625,23.27,Compact/Small,Premium Gasoline
PORSCHE,MACAN,SUV - SMALL,2.0,4,A,Z,11.6,9.3,10.6,27,248,7,1.247,0.5,23.4,SUV,Premium Gasoline
PORSCHE,MACAN GTS,SUV - SMALL,3.0,6,A,Z,13.8,10.3,12.3,23,287,7,1.34,0.5,23.33,SUV,Premium Gasoline
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,X,13.9,9.6,11.9,24,280,8,1.448,0.6,23.53,Truck/Van,Regular Gasoline
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,E,19.7,13.8,17.0,17,283,8,1.428,0.6,16.65,Truck/Van,Ethanol (E85)
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A,X,17.0,12.0,14.8,19,346,6,1.417,0.712,23.38,Truck/Van,Regular Gasoline
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A,X,15.7,11.0,13.6,21,319,8,1.427,0.712,23.46,Truck/Van,Regular Gasoline
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A,D,11.8,8.6,10.4,27,278,8,1.372,0.5,26.73,Truck/Van,Diesel
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,X,14.5,10.2,12.6,22,294,8,1.422,0.6,23.33,Truck/Van,Regular Gasoline
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,E,20.7,14.7,18.0,16,300,8,1.408,0.6,16.67,Truck/Van,Ethanol (E85)
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A,X,17.5,12.7,15.4,18,361,6,1.378,0.712,23.44,Truck/Van,Regular Gasoline
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A,X,16.1,11.5,14.0,20,328,8,1.4,0.712,23.43,Truck/Van,Regular Gasoline
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A,D,12.3,8.8,10.8,26,289,8,1.398,0.5,26.76,Truck/Van,Diesel
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A,X,11.2,8.3,9.9,29,232,9,1.349,0.6,23.43,Other,Regular Gasoline
ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS,Z,20.0,12.6,16.7,17,390,8,1.587,0.55,23.35,Compact/Small,Premium Gasoline
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS,Z,20.0,12.6,16.7,17,390,8,1.587,0.55,23.35,Mid-size,Premium Gasoline
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS,Z,20.0,12.6,16.7,17,390,8,1.587,0.55,23.35,Mid-size,Premium Gasoline
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS,Z,20.7,12.7,17.1,17,400,8,1.63,0.558,23.39,Mid-size,Premium Gasoline
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS,Z,20.7,12.7,17.1,17,400,8,1.63,0.558,23.39,Mid-size,Premium Gasoline
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS,Z,20.7,12.7,17.1,17,400,8,1.63,0.558,23.39,Compact/Small,Premium Gasoline
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS,Z,20.6,12.8,17.1,17,401,8,1.609,0.558,23.45,Compact/Small,Premium Gasoline
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS,Z,19.0,12.5,16.1,18,375,8,1.52,0.55,23.29,Mid-size,Premium Gasoline
SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,AM,Z,7.0,6.3,6.7,42,152,6,1.111,0.3,22.69,Compact/Small,Premium Gasoline
SUBARU,BRZ,MINICOMPACT,2.0,4,AS,Z,9.7,7.2,8.6,33,200,6,1.347,0.5,23.26,Compact/Small,Premium Gasoline
SUBARU,BRZ,MINICOMPACT,2.0,4,M,Z,11.1,8.0,9.7,29,228,6,1.388,0.5,23.51,Compact/Small,Premium Gasoline
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV,X,9.1,7.2,8.2,34,193,6,1.264,0.5,23.54,SUV,Regular Gasoline
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M,X,10.3,7.8,9.2,31,216,5,1.321,0.5,23.48,SUV,Regular Gasoline
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV,Z,10.2,8.6,9.5,30,223,8,1.186,0.5,23.47,SUV,Premium Gasoline
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV,X,9.2,7.4,8.4,34,196,6,1.243,0.625,23.33,SUV,Regular Gasoline
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M,X,10.9,8.3,9.7,29,228,6,1.313,0.625,23.51,SUV,Regular Gasoline
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,AV,X,8.3,6.4,7.5,38,174,7,1.297,0.5,23.2,Mid-size,Regular Gasoline
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,M,X,10.0,7.5,8.9,32,208,5,1.333,0.5,23.37,Mid-size,Regular Gasoline
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,AV,X,8.4,6.5,7.5,38,176,7,1.292,0.5,23.47,Mid-size,Regular Gasoline
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,M,X,10.1,7.7,9.0,31,211,5,1.312,0.5,23.44,Mid-size,Regular Gasoline
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,9.3,7.0,8.3,34,194,6,1.329,0.625,23.37,Mid-size,Regular Gasoline
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M,X,10.7,7.9,9.5,30,222,6,1.354,0.625,23.37,Mid-size,Regular Gasoline
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV,X,11.9,8.3,10.3,27,241,6,1.434,0.6,23.4,Mid-size,Regular Gasoline
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV,X,9.4,7.3,8.4,34,198,6,1.288,0.625,23.57,SUV,Regular Gasoline
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M,X,11.0,8.3,9.8,29,229,6,1.325,0.625,23.37,SUV,Regular Gasoline
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV,X,12.0,8.7,10.5,27,247,6,1.379,0.6,23.52,SUV,Regular Gasoline
SUBARU,WRX AWD,COMPACT,2.0,4,AV,Z,12.5,9.6,11.2,25,255,8,1.302,0.5,22.77,Compact/Small,Premium Gasoline
SUBARU,WRX AWD,COMPACT,2.0,4,M,Z,11.3,8.5,10.0,28,235,6,1.329,0.5,23.5,Compact/Small,Premium Gasoline
SUBARU,WRX AWD,COMPACT,2.5,4,M,Z,13.8,10.2,12.2,23,285,6,1.353,0.625,23.36,Compact/Small,Premium Gasoline
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS,X,14.3,12.0,13.3,21,310,5,1.192,0.667,23.31,SUV,Regular Gasoline
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS,X,14.3,12.0,13.3,21,310,5,1.192,0.667,23.31,SUV,Regular Gasoline
TOYOTA,86,MINICOMPACT,2.0,4,AS,Z,9.9,7.3,8.7,32,204,6,1.356,0.5,23.45,Compact/Small,Premium Gasoline
TOYOTA,86,MINICOMPACT,2.0,4,M,Z,11.3,8.3,9.9,29,232,6,1.361,0.5,23.43,Compact/Small,Premium Gasoline
TOYOTA,AVALON,MID-SIZE,3.5,6,AS,X,11.4,7.7,9.7,29,226,6,1.481,0.583,23.3,Mid-size,Regular Gasoline
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS,X,9.8,7.1,8.6,33,199,6,1.38,0.625,23.14,Mid-size,Regular Gasoline
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS,X,11.0,7.8,9.6,29,224,6,1.41,0.583,23.33,Mid-size,Regular Gasoline
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.6,6.2,5.9,48,137,,0.903,0.625,23.22,Mid-size,Regular Gasoline
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.8,6.3,6.0,47,141,,0.921,0.625,23.5,Mid-size,Regular Gasoline
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174,,1.277,0.45,23.2,Mid-size,Regular Gasoline
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.7,7.5,38,178,7,1.239,0.45,23.73,Mid-size,Regular Gasoline
TOYOTA,COROLLA,MID-SIZE,1.8,4,M,X,8.4,6.5,7.5,38,176,6,1.292,0.45,23.47,Mid-size,Regular Gasoline
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163,,1.322,0.45,23.62,Mid-size,Regular Gasoline
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,8.0,6.3,7.2,39,168,,1.27,0.45,23.33,Mid-size,Regular Gasoline
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,176,7,1.277,0.45,23.47,Mid-size,Regular Gasoline
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M,X,8.8,6.8,7.9,36,185,6,1.294,0.45,23.42,Mid-size,Regular Gasoline
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS,X,11.8,8.7,10.3,27,243,8,1.356,0.583,23.59,SUV,Regular Gasoline
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS,X,12.1,9.0,10.6,27,251,8,1.344,0.583,23.68,SUV,Regular Gasoline
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS,X,12.0,8.9,10.6,27,247,8,1.348,0.583,23.3,SUV,Regular Gasoline
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS,X,11.7,8.8,10.4,27,242,8,1.33,0.583,23.27,SUV,Regular Gasoline
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV,X,8.1,8.5,8.3,34,193,6,0.953,0.583,23.25,SUV,Regular Gasoline
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.5,63,105,,0.957,0.45,23.33,Mid-size,Regular Gasoline
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120,,0.891,0.375,23.53,Compact/Small,Regular Gasoline
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.5,6.0,5.8,49,135,,0.917,0.45,23.28,Mid-size,Regular Gasoline
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS,X,10.3,8.0,9.2,31,217,6,1.288,0.625,23.59,SUV,Regular Gasoline
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS,X,10.0,7.8,9.0,31,210,6,1.282,0.625,23.33,SUV,Regular Gasoline
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS,X,10.5,8.3,9.5,30,222,6,1.265,0.625,23.37,SUV,Regular Gasoline
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS,X,10.7,8.4,9.7,29,226,6,1.274,0.625,23.3,SUV,Regular Gasoline
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV,X,6.9,7.8,7.3,39,170,6,0.885,0.625,23.29,SUV,Regular Gasoline
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS,X,18.7,13.8,16.5,17,380,6,1.355,0.712,23.03,SUV,Regular Gasoline
TOYOTA,SIENNA,MINIVAN,3.5,6,AS,X,12.5,8.9,10.9,26,255,8,1.404,0.583,23.39,Truck/Van,Regular Gasoline
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS,X,13.4,9.6,11.7,24,274,8,1.396,0.583,23.42,Truck/Van,Regular Gasoline
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS,X,12.1,10.1,11.2,25,263,6,1.198,0.675,23.48,Truck/Van,Regular Gasoline
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS,X,12.6,10.0,11.4,25,268,6,1.26,0.583,23.51,Truck/Van,Regular Gasoline
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS,X,12.7,10.6,11.7,24,274,6,1.198,0.675,23.42,Truck/Van,Regular Gasoline
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS,X,13.2,10.7,12.0,24,283,6,1.234,0.583,23.58,Truck/Van,Regular Gasoline
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M,X,13.8,11.6,12.8,22,301,6,1.19,0.583,23.52,Truck/Van,Regular Gasoline
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS,X,15.8,12.3,14.2,20,334,6,1.285,0.575,23.52,Truck/Van,Regular Gasoline
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS,X,17.2,12.9,15.3,18,358,6,1.333,0.712,23.4,Truck/Van,Regular Gasoline
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS,X,16.8,12.6,14.9,19,349,6,1.333,0.575,23.42,Truck/Van,Regular Gasoline
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS,X,18.1,13.9,16.2,17,378,6,1.302,0.712,23.33,Truck/Van,Regular Gasoline
TOYOTA,YARIS,COMPACT,1.5,4,AS,X,7.3,5.8,6.6,43,155,6,1.259,0.375,23.48,Compact/Small,Regular Gasoline
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M,X,7.8,6.0,6.8,42,164,6,1.3,0.375,24.12,Compact/Small,Regular Gasoline
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A,X,7.9,6.8,7.4,38,173,4,1.162,0.375,23.38,Compact/Small,Regular Gasoline
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M,X,7.8,6.5,7.2,39,168,5,1.2,0.375,23.33,Compact/Small,Regular Gasoline
